"id","titulo","adulto","orcamento","idioma_original","popularidade","data_de_estreia","resumo","receita","duracao","ator_1","ator_2","ator_3","ator_4","ator_5","dirigido_por","escrito_por_1","escrito_por_2","historia_original"
38811,"The Great Madcap",False,0,"es",1.0,"1949-11-25","Buñuel's first ""comeback"" film since ""L'Age d'Or"" in 1930 (he made only a few musicals in the interim), ""El Gran Calavera"" concerns a family's attempts to change the patriarch's somewhat indulgent and hedonistic ways by fooling him into thinking his large fortune is gone. They assume a life of poverty in Mexico in an attempt to teach him a lesson. However, he discovers it's a ruse, but continues to perpetuate the facade of ignorance while sneaking off during the day to conduct his thriving business. Why? To teach his family a lesson - they are all lazy, worthless leeches!",0.0,92.0,"Fernando Soler","Rosario Granados","Andrés Soler","Rubén Rojo","Gustavo Rojo","Luis Buñuel","","",""
236053,"Japon İşi",False,0,"tr",0.0,"1987-11-29","",0.0,"","Kemal Sunal","Fatma Girik","Sümer Tilmaç","Asuman Arsan","","Kartal Tibet","","",""
130948,"7 Hours of Violence",False,0,"en",0.0,"1973-11-15","A former hitman is blackmailed into doing one more job. But the hit doesn't go as planned and he winds up with the police and a gang of Chinese hitmen hunting him down. A beautiful young woman helps to hide him until he can figure out a way to elude his pursuers.",0.0,93.0,"George Hilton","Rosemary Dexter","Steffen Zacharias","Iwao Yoshioka","Ernesto Colli","Michele Massimo Tarantini","","",""
35148,"Playmobil: The Secret of Pirate Island",False,0,"en",0.0,"2009-10-13","Ahoy, matey! Your Favorite Playmobil toys have come to life for the very first time, in an all-new swashbuckling adventure and you're invited to join them! You'll have a treasure chest full of fun with seven-year-old Jack and his big sister Amelia as they stow away on a pirate ship headed for the mysterious Pirate Island -- a place filled with treasure and curious creatures. Can Jack and Amelia stay one step ahead of a bunch of wacky skeletons and get to the treasure before the pirates do?",0.0,140.0,"Lee Tockar","Caitlin Williams","","","","Alexander E. Sokoloff","","",""
81393,"12 Dates of Christmas",False,0,"no",12.0,"2011-12-11","12 Dates of Christmas is a romantic comedy that follows Kate (Amy Smart), a young woman who re-lives the same first date on Christmas Eve over and over again. In an attempt to win back her ex-boyfriend on Christmas Eve, Kate ends up ruining her blind date with Miles (Mark-Paul Gosselaar), a handsome guy she's been set up with. In a strange twist of fate, Kate is given the chance to re-live Christmas Eve twelve times!  Kate decides to embrace what Christmas Eve has given her -- a loving family, great friends and Miles, who turns out to be a great guy! However, just as she seems to think she has gotten it right, the clock strikes midnight and Kate must live Christmas Eve once again. Under these weird new circumstances, Kate learns to take risks and enjoy what she's been given. Thanks to the gift of Christmas Eve, Kate finds happiness by finally trusting fate.",0.0,89.0,"Amy Smart","Mark-Paul Gosselaar","Benjamin Ayres","Laura Miyata","","James Hayman","","",""
42368,"For Heaven's Sake",False,0,"en",0.0,"1926-04-05","The Uptown Boy, J. Harold Manners (Lloyd) is a millionaire playboy who falls for the Downtown Girl, Hope (Ralston) who works in Brother Paul's (Weigel) mission. In order to build up attendance, and win Hope's attention, Harold runs through town causing trouble, and winds up with a crowd chasing him right into the mission. He eventually wins the girl and they marry, but not without some interference from his high-brow friends.",0.0,58.0,"Harold Lloyd","Jobyna Ralston","Noah Young","Jim Mason","Paul Weigel","Sam Taylor","","",""
15166,"The Gene Generation",False,2500000,"en",6.0,"2007-01-01","In a futuristic world, Michelle lives everyday battling with DNA Hackers who use their skills to hack into people's bodies and kill them. She is an assassin, trying to keep her younger brother, Jackie, out of trouble. When Jackie gets involved in a petty crime of robbery, he propels himself into the world of DNA Hackers, Shylocks (Loan Sharks) and Gangs",0.0,96.0,"Bai Ling","Alec Newman","Parry Shen","Faye Dunaway","Ethan Cohn","Pearry Reginald Teo","","",""
22602,"Randy Rides Alone",False,0,"en",2.0,"1934-06-05","Bandits lead by Matt the Mute enter a bar and kill multiple people. Randy Bowers comes to town and is framed by Matt the Mute, who is working with the sheriff (who doesn't know Matt is really a criminal). Randy escapes with the help of the niece of the dead owner of the bar. Bowers ends up running from the sheriff, and ends up in the cave in which the bandits have their hide-out…",0.0,53.0,"John Wayne","Alberta Vaughn","George 'Gabby' Hayes","Yakima Canutt","Earl Dwire","Harry L. Fraser","","",""
48364,"The Man in the Glass Booth",False,0,"en",0.0,"1975-01-27","Arthur Goldman is a rich Jewish industrialist, living in luxury in a Manhattan high-rise. He banters with his assistant Charlie, often shocking Charlie with his outrageousness and irreverence about aspects of Jewish life. Nonetheless, Charlie is astonished when, one day, Israeli secret agents burst in and arrest Goldman for being not a Jewish businessman but a Nazi war criminal. Whisked to Israel for trial, Goldman forces his accusers to face not only his presumed guilt--but their own.",0.0,117.0,"Maximilian Schell","Lois Nettleton","Lawrence Pressman","","","Arthur Hiller","","",""
80086,"The Son of Monte Cristo",False,0,"en",0.0,"1940-12-05","In 1865, General Gurko Lanen is dictator of ""Lichtenburg"" in the Balkans. Rightful ruler Zona hopes to get aid from Napoleon III of France. The visiting Count of Monte Cristo falls for Zona and undertakes to help her, masquerading as a foppish banker and a masked freedom fighter. The rest is rapid-fire intrigue and derring-do.",0.0,102.0,"Louis Hayward","Joan Bennett","George Sanders","Florence Bates","Lionel Royce","Rowland V. Lee","George Bruce","",""
9091,"Sudden Death",False,35000000,"en",9.0,"1995-12-22","International action superstar Jean Claude Van Damme teams with Powers Boothe in a Tension-packed, suspense thriller, set against the back-drop of a Stanley Cup game.Van Damme portrays a father whose daughter is suddenly taken during a championship hockey game. With the captors demanding a billion dollars by game's end, Van Damme frantically sets a plan in motion to rescue his daughter and abort an impending explosion before the final buzzer...",64350171.0,106.0,"Jean-Claude Van Damme","Powers Boothe","Dorian Harewood","Raymond J. Barry","Ross Malinger","Peter Hyams","Karen Elise Baldwin","Gene Quintano",""
333678,"Fan Girl",False,0,"en",4.0,"2015-12-31","A 15-year-old girl decides to bring her two passions together for her final film project: making movies and her favorite band.",0.0,100.0,"Kiernan Shipka","Kara Hayward","Meg Ryan","Scott Adsit","Joshua Boone","Paul Jarrett","","",""
18492,"Killer Tattoo",False,0,"en",0.0,"2001-04-05","Set in a future Bangkok, the story picks-up after a hit-gone-wrong on ""Iron Cop"", the area police chief. The would-be killer ""Pae"", together with his equally inept collection of thugs, now become wanted men themselves as the Thai underworld bristles with the shame &amp; dishonor of such an ignoble bungling.",0.0,114.0,"Suthep Po-ngam","Somchai Kemglad","","","","Yuthlert Sippapak","","",""
54162,"Hotel California",False,0,"en",0.0,"2008-07-25","When TROY turned on crime boss DMITRI DEBARTOLLA he was forced to leave Los Angeles and lay low in Miami. After two years, and the loss of his leg in a shootout with a Cuban crime syndicate, Troy returns to LA to reclaim what is rightfully his. A reunion with his former partners in a rundown hotel sets the stage for an explosive encounter where past and present collide.",0.0,0.0,"Erik Palladino","Tyson Beckford","Simon Rex","Tatyana Ali","","Geo Santini","","",""
45492,"Sukeban Deka the Movie 2: Counter-Attack from the Kazama Sisters",False,0,"ja",0.0,"1988-02-11","After the events of the previous film, the 17 years-old Sukeban Deka III, Yui Kazama, works for the Juvenile Security Bureau along with her older sisters Yuka and Yuma. This organization is led by politician Kuraudo Sekin, who fights juvenile crime in heavy-handed manners, to the extent to equip his student agents with triple-bladed yo-yo weapons. However, when Sekin's methods become too zealous, Yui quits the bureau and refuses to undertake undercover missions for them. It is soon discovered that Sekin's actual goal is to overthrow the Japanese government, and the Kazama sisters, along with a gang of young outcasts, have to stop him.",0.0,98.0,"Yui Asaka","Yuka Ônishi","Yuma Nakamura","Kosuke Toyohara","Masaki Kyômoto","Hideo Tanaka","","",""
105231,"Fist of the North Star: The Legend of Kenshiro",False,0,"ja",1.0,"2008-10-11","The film's story is a prequel to the Fist of the North Star depicting the one year interval between Kenshiro's defeat at the hands of Shin and their later battle. Unlike the others in the series this film has a completely original storyline in which Kenshiro, near death after his battle with Shin and having used his remaining energy to kill a pack of wolves, was captured by slavers. Due to his strength, Kenshiro could escape whenever he wanted, but chose to stay and protect the other slaves.",0.0,83.0,"Hiroshi Abe","Yuriko Ishida","Takuya Kirimoto","Chikao Ohtsuka","","Kobun Shizuno","","",""
41028,"It's Only Money",False,0,"en",0.0,"1962-11-21","Lester is a clumsy and awkward TV repair man who is nevertheless gifted technically. In helping out a friend, he is drawn into a mystery involving a missing heir in a rich family. He begins to notice little things, like how much those family portraits look like him. Surely..no..he can't be...can he ?",0.0,83.0,"Jerry Lewis","Jack Weston","Mae Questel","Jesse White","","Frank Tashlin","","",""
10808,"Dr. Dolittle 2",False,70000000,"en",14.0,"2001-06-22","Dr. John Dolittle the beloved doctor is back, but this time around he plays cupid to bumbling circus bear Archie as he's so smitten by a Pacific Western bear female, Ava. Dr. Dolittle must help a group of forest creatures to save their forest. But with the aid of his mangy, madcap animal friends, Dr. Dolittle must teach Archie the ways of true romance in time to save his species and his home before their habit is gone. So John held a meeting for every animal in the forest to not give up without a fight no matter what kind of animal expression they have and everyone agrees to do it and save their home.",176104344.0,87.0,"Eddie Murphy","Kristen Wilson","Raven-Symoné","Kyla Pratt","Mandy Moore","Steve Carr","Larry Levin","",""
64786,"Yes or No",False,0,"th",2.0,"2010-12-16","Pie is a sweet girl who moves into a new college dorm room where she finds out that her new roommate Kim, is a tomboy who looks and dress like a boy. As their friendship develops, Pie and Kim begin to wonder if the feeling they feel for one another is just an ordinary friendship or true love.",0.0,107.0,"Arisara Thongborisut","Supanart Jittaleela","Sushar Manaying","Soranut Yupanun","Inthira Yeunyong","Saratswadee Wongsomphet","Nepali","",""
18725,"The Enforcer",False,0,"en",4.0,"1995-03-02","An undercover cop struggling to provide for his son and ailing wife, must infiltrate a ruthless gang. But things turn sour when another cop blows his cover and he quickly finds himself battling for his life and the lives of his family.",0.0,104.0,"Jet Li","Anita Mui","Tse Miu","Blacky Ko Sau-Leung","Yu Rong-Guang","Corey Yuen Kwai","","",""
808,"Shrek",False,60000000,"en",32.0,"2001-05-16","It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey.",484409218.0,90.0,"Mike Myers","Eddie Murphy","Cameron Diaz","John Lithgow","Vincent Cassel","Andrew Adamson","","",""
267035,"Oh Jonathan – oh Jonathan!",False,0,"de",0.0,"1973-05-09","",0.0,"","Heinz Rühmann","Franziska Oehme","Paul Dahlke","Peter Fricke","Paul Verhoeven","Franz Peter Wirth","","",""
24570,"Carry On Loving",False,0,"en",4.0,"1970-09-20","The Wedded Bliss computer dating agency aims to bring together the lonely hearts of Much-Snoggin-in-the-Green. Its owner, Sidney Bliss, has enough complications in his own love life, but still produces a pamphlet called ""The Wit to Woo"". The strange collection of hopefuls lead to some outlandish matches, and jealousies are bound to lead to trouble",0.0,88.0,"Sid James","Kenneth Williams","Charles Hawtrey","Joan Sims","Hattie Jacques","Gerald Thomas","Talbot Rothwell","",""
50560,"Picasso Trigger",False,0,"en",1.0,"1988-02-01","Double agent Picasso Trigger is assassinated in Paris by double-crossing bad guy Miguel Ortiz. Then Ortiz begins eliminating agents of The Agency who were involved in his brother's death. The Agency (belatedly) springs into action to stop Ortiz' heinous activities. The usual gunplay, romance, and nifty toys with bombs ensue.",0.0,99.0,"Steve Bond","Dona Speir","Hope Marie Carlton","Harold Diamond","John Aprea","Andy Sidaris","","",""
26182,"The Big Store",False,0,"en",2.0,"1941-06-21","The Marx brothers run havoc in a department store while protecting its owner.",0.0,83.0,"Groucho Marx","Chico Marx","Harpo Marx","Tony Martin","Virginia Grey","Charles Reisner","","",""
159824,"Hotel Transylvania 2",False,80000000,"en",21.0,"2015-09-21","When the old-old-old-fashioned vampire Vlad arrives at the hotel for an impromptu family get-together, Hotel Transylvania is in for a collision of supernatural old-school and modern day cool.",473226958.0,89.0,"Adam Sandler","Andy Samberg","Selena Gomez","Kevin James","Steve Buscemi","Genndy Tartakovsky","","",""
277547,"Playing It Cool",False,0,"en",17.0,"2014-09-26","The story of a young man disillusioned by love who meets a breathtaking young woman at a charity dinner by pretending to be a philanthropist. Turns out that she’s engaged to a guy who doesn’t like her going on dates. Challenged by the chase, and egged on by his eclectic friends, he feigns a platonic relationship in order to keep seeing her as he tries to conquer her heart",0.0,94.0,"Chris Evans","Michelle Monaghan","Aubrey Plaza","Ioan Gruffudd","Martin Starr","Justin Reardon","Chris Shafer","Paul Vicknair",""
86297,"Tall Story",False,0,"en",0.0,"1960-04-06","Love puts a college basketball star into a tailspin.",0.0,91.0,"Jane Fonda","Anthony Perkins","Ray Walston","Marc Connelly","Tom Laughlin","Joshua Logan","Julius J. Epstein","",""
292,"Dave Chappelle's Block Party",False,3000000,"en",3.0,"2005-09-12","The American comedian/actor delivers a story about the alternative Hip Hop scene. A small town Ohio man’s moves to Brooklyn, New York, to throw an unprecedented block party. Filmed with inspiration from the 1973 documentary Wattstax.",11718595.0,100.0,"Dave Chappelle","Erykah Badu","Common","Yasiin Bey","Bilal","Michel Gondry","","",""
2636,"The Specialist",False,45000000,"en",18.0,"1994-10-07","May Munro is a woman obsessed with getting revenge on the people who murdered her parents when she was still a girl. She hires Ray Quick, a retired explosives expert to kill her parent's killers. When Ned Trent, embittered ex-partner of Quick's is assigned to protect one of Quick's potential victims, a deadly game of cat and mouse ensues.",170362582.0,110.0,"Sylvester Stallone","Sharon Stone","James Woods","Rod Steiger","Eric Roberts","Luis Llosa","Alexandra Seros","",""
20676,"Deep Cover",False,0,"en",6.0,"1992-04-15","The black policeman Russell Stevens applies for a special anti-drug squad which targets the highest boss of cocaine delivery to LA: the Colombian foreign minister's nephew. Russell works his way up from the bottom undercover, until he reaches the boss. The first step is to get the lawyer and hobby dealer David Jason to trust him.",0.0,107.0,"Laurence Fishburne","Jeff Goldblum","Charles Martin Smith","Victoria Dillard","Gregory Sierra","Bill Duke","Michael Tolkin","Henry Bean",""
43357,"The Twonky",False,0,"en",0.0,"1953-01-01","A college professor, left alone by his wife for the weekend, discovers his new TV set is not only alive, but determined to take control of his entire life.",0.0,84.0,"Hans Conried","Janet Warren","William H. Lynn","Edwin Max","Gloria Blondell","Arch Oboler","","",""
16058,"Take Away",False,0,"en",2.0,"2003-08-14","Tony Stilano and Trev Spackneys both own, live over and work in adjoining take-away fish shops in Melbourne. Although they have fallen into a habitual rivalry based on a cause long forgotten, the pair unite when the multinational fast-food outlet ""Burgies"" unveils a new store directly opposite the twin fish &amp; chips shops.",0.0,88.0,"Vince Colosimo","Stephen Curry","Rose Byrne","Nathan Phillips","Matthew Dyktynski","Marc Gracie","Dave O'Neil","Mark O'Toole",""
38697,"Hollywood Canteen",False,0,"en",0.0,"1944-12-31","Dozens of Warner Brothers stars come together in this 1940s musical/comedy",0.0,124.0,"Jack Benny","Joe E. Brown","Eddie Cantor","Kitty Carlisle","Jack Carson","Delmer Daves","Delmer Daves","",""
39901,"Knockabout",False,0,"cn",2.0,"1979-04-12","Yuen Baio and Ka-Yan Leung play brothers Yipao and Taipao, lovable rogues who convince a martial arts expert to take them on as students. When Yipao discovers that their teacher is actually a wanted criminal, Silver Fox (Chia Yung Liu), he is attacked by his master. Taipao jumps in to protect his sibling but is killed; Yipao barely escape with his life. Seeking revenge, Yipao enlists the help of a beggar (Sammo Hung) who is a master of monkey-style kung fu, and together they take on Silver Fox in a breath-taking fight to the death.",0.0,92.0,"Yuen Biao","Sammo Hung","Lau Kar-Wing","Leung Kar-Yan","Karl Maka","Sammo Hung","Lau Tin-Chi","Huang Chik-Chin",""
10671,"Airport",False,10000000,"en",14.0,"1970-03-05","Melodrama about a bomber on board an airplane, an airport almost closed by snow, and various personal problems of the people involved.",100489151.0,137.0,"Burt Lancaster","Dean Martin","Jean Seberg","Jacqueline Bisset","George Kennedy","George Seaton","George Seaton","Arthur Hailey",""
410554,"First Kill",False,0,"en",14.0,"2017-07-21","A police chief tries to solve a kidnapping that involves a bank robber holding a young boy hostage.",0.0,97.0,"Bruce Willis","Hayden Christensen","Gethin Anthony","Heather Johansen","William DeMeo","Steven C. Miller","","",""
4939,"Send Me No Flowers",False,0,"en",3.0,"1964-10-14","At one of his many visits to his doctor, hypochondriac George Kimball mistakes a dying man's diagnosis for his own and believes he only has about two more weeks to live. Wanting to take care of his wife Judy, he doesn't tell her and tries to find her a new husband. When he finally does tell her, she quickly finds out he's not dying at all (while he doesn't) and she believes it's just a lame excuse to hide an affair, so she decides to leave him.",0.0,100.0,"Rock Hudson","Doris Day","Tony Randall","Clint Walker","Patricia Barry","Norman Jewison","Julius J. Epstein","",""
75198,"Bienvenue à bord",False,12000000,"fr",8.0,"2011-10-05","Isabelle (Valerie Lemercier), HR of a large cruise company, made the mistake of choosing her boss as a lover. Before embarking on the maiden voyage of the new flagship of the fleet, though, he decided to disembark from their relationship! Some women take their revenge by poison, firearm, or slander. Isabelle chooses Remy (Franck Dubosc), a flamboyant, unemployed ne'er-do-well who flunked out in life on land, but after all is said and done, might have better luck at sea... She recruits him as leader of her plot and on this Palace of the Seas, Remy will first prove to be the worst nightmare of the CEO and Richard (Gerard Darmon), the Cruise Director...then, little by little, he will change his life and that of all those who cross his path... Written by Online description",0.0,0.0,"Franck Dubosc","Valérie Lemercier","Gérard Darmon","Luisa Ranieri","Lionnel Astier","Eric Lavaine","","",""
26682,"Roadracers",False,1000000,"en",6.0,"1994-07-22","Cynical look at a '50s rebellious Rocker who has to confront his future, thugs with knives, and the crooked town sheriff.",0.0,95.0,"David Arquette","Salma Hayek","John Hawkes","Jason Wiles","William Sadler","Robert Rodriguez","","",""
256356,"Speed Cross",False,0,"it",0.0,"1980-02-02","Undercover cop Fabio Testi infiltrates the world of motocross racing.",0.0,88.0,"Fabio Testi","Vittorio Mezzogiorno","Daniela Poggi","Jacques Herlin","Romano Puppo","Stelvio Massi","","",""
129009,"Love Is a Ball",False,0,"en",1.0,"1963-04-24","Etienne makes a good living out of marrying off poor but titled young men to rich but untitled young ladies. Millicent is now in his sights on the Riviera, and Grand Duke Gaspar is the bait. But what if Millicent starts to fancy planted chauffeur John instead, and Gaspar takes a shine to Etienne's secretary Janine?",0.0,111.0,"Glenn Ford","Hope Lange","Charles Boyer","Ricardo Montalban","Telly Savalas","David Swift","David Swift","Frank Waldman",""
12657,"Soul Plane",False,16000000,"en",15.0,"2004-05-28","Following a ridiculously awful flight that leads to his pet's death, Nashawn Wade files a lawsuit against the airline, and wins a multimillion-dollar settlement. Determined to create a better flying experience, Nashawn starts his own airline, one that caters to an African-American clientele. Going into business with a tricked-out plane piloted by the smooth Capt. Mack, the airline hits a snag when it has to deal with the family of Elvis Hunkee.",14822346.0,86.0,"Tom Arnold","Kevin Hart","Method Man","Snoop Dogg","K. D. Aubert","Jessy Terrero","Chuck Wilson","Bo Zenga",""
74343,"Sonny Boy",False,0,"fr",0.0,"1990-10-26","A small-town car thief and his transvestite wife come across an abandoned infant; they amputate his tongue and train him for a life in crime.",0.0,96.0,"David Carradine","Brad Dourif","Paul L. Smith","Sydney Lassick","Savina Geršak","Robert Martin Carroll","","",""
207703,"Kingsman: The Secret Service",False,81000000,"en",51.0,"2015-01-29","The story of a super-secret spy organization that recruits an unrefined but promising street kid into the agency's ultra-competitive training program just as a global threat emerges from a twisted tech genius.",414351546.0,130.0,"Colin Firth","Samuel L. Jackson","Mark Strong","Taron Egerton","Michael Caine","Matthew Vaughn","","",""
52116,"Hands off Mississippi",False,0,"de",1.0,"2007-03-22","Die zehnjährige Emma freut sich auf die Ferien bei Oma Dolly auf dem Land. Nach ihrer Ankunft muss sie jedoch erfahren, dass der alte Herr Klipperbusch gestorben ist und sein schmieriger Neffe Albert Gansmann, genannt „Der Alligator“, alles versucht, um an sein großes Erbe zu gelangen. Das alte Pferd Mississippi ist Teil seines Nachlasses, das er an den Schlachter Pit loszuwerden versucht, wovon ihn Emma nur durch ein höheres Gebot abhalten kann. Kurze Zeit später taucht Gansmann wieder auf und will Mississippi für 500 Euro zurückhaben. Sofort ist klar, dass dafür niemals reine Pferdeliebe der Grund sein kann. Nachdem Emma und ihre Freunde schließlich Albert Gansmanns Geheimnis aufgedeckt haben, schreckt dieser nicht einmal vor einer Entführung zurück.",0.0,98.0,"Zoë Mannhard","Katharina Thalbach","Karl Alexander Seidel","Christoph Maria Herbst","Margit Carstensen","Detlev Buck","","",""
31659,"Wise Guys",False,13000000,"en",3.0,"1986-04-17","Harry Valentini and Moe Dickstein are both errand boys for the Mob. When they lose $250,000, they are set up to kill each other. But they run off to Atlantic City and comedy follows.",8475466.0,100.0,"Danny DeVito","Joe Piscopo","Harvey Keitel","Ray Sharkey","Dan Hedaya","Brian De Palma","","",""
220724,"Armageddon",False,0,"cn",1.0,"1997-01-01","The world's ten most influential scientists are being mysteriously killed, one by one, spontaneously combusted, microwaved to death, or otherwise. Another scientist, software prodigy Dr. Ken, searches for clues to these bizarre happenings only to see his fiancee apparently return from the dead. As indications point to the end of the world, It appears that Dr. Ken may be the only one who can save humanity.",0.0,0.0,"Andy Lau","Michelle Reis","Anthony Wong","Claudia Lau Sin-Yi","Vincent Kok","Gordon Chan","","",""
323676,"The Boss",False,29000000,"en",13.0,"2016-04-07","A titan of industry is sent to prison after she's caught for insider trading. When she emerges ready to rebrand herself as America's latest sweetheart, not everyone she screwed over is so quick to forgive and forget.",78636257.0,91.0,"Melissa McCarthy","Peter Dinklage","Kristen Bell","Kathy Bates","Kristen Schaal","Ben Falcone","Melissa McCarthy","Ben Falcone",""
75001,"Mollo tutto",False,0,"it",0.0,"1995-03-31","",0.0,0.0,"Renato Pozzetto","Barbara D'Urso","Tamara Donà","Luigi Petrucci","Michele Gammino","José María Sánchez","","",""
97991,"Her Cardboard Lover",False,0,"en",0.0,"1942-06-01","A flirt tries to make her fiancée jealous by hiring a gigolo.",0.0,93.0,"Norma Shearer","Robert Taylor","George Sanders","Frank McHugh","Elizabeth Patterson","George Cukor","Jacques Deval","Anthony Veiller",""
